route,location_id,avg_gap,median_gap,avg_delay,median_delay,major_delay_rate,gapping_rate,bunching_rate,n_incidents
102,16423,25.667,23.0,13.381,12.0,0.048,0.143,0.048,21
36,10462,14.632,12.0,8.248,6.0,0.064,0.112,0.048,125
960,13029,21.476,20.0,12.857,10.0,0.286,0.095,0.048,21
72,24453,18.476,18.0,10.667,9.0,0.095,0.095,0.048,21
165,25238,27.238,17.0,8.476,8.0,0.095,0.095,0.048,21
37,12540,38.286,36.0,19.524,18.0,0.143,0.048,0.048,21
89,13475,20.169,20.0,10.916,10.0,0.108,0.048,0.048,83
7,10344,20.095,20.0,10.667,10.0,0.048,0.048,0.048,21
32,24603,23.19,24.0,11.667,12.0,0.048,0.048,0.048,21
116,13864,16.777,16.0,8.479,8.0,0.062,0.04,0.048,705
165,3720,18.825,20.0,9.873,10.0,0.238,0.032,0.048,63
25,5438,17.255,18.0,8.866,9.0,0.045,0.032,0.048,314
925,11063,20.229,20.0,10.663,10.0,0.133,0.012,0.048,83
924,25108,18.952,20.0,13.714,10.0,0.048,0.0,0.048,21
939,10344,25.721,22.0,14.395,11.0,0.233,0.209,0.047,43
36,10447,15.233,12.0,8.674,6.0,0.116,0.209,0.047,43
939,13864,24.661,24.0,12.78,12.0,0.152,0.137,0.047,277
133,21237,23.988,24.0,12.211,12.0,0.094,0.066,0.047,256
102,16193,32.892,37.0,17.062,20.0,0.062,0.508,0.046,65
45,14413,25.723,20.0,13.677,10.0,0.138,0.354,0.046,65
34,9142,21.36,20.0,10.869,10.0,0.08,0.08,0.046,175
53,23580,44.136,41.0,26.409,20.0,0.455,0.773,0.045,22
41,21506,31.773,22.0,18.318,11.0,0.409,0.409,0.045,22
53,23498,22.338,19.0,11.545,8.5,0.099,0.284,0.045,222
36,10398,17.036,12.0,9.982,6.0,0.153,0.27,0.045,111
41,13391,24.182,21.5,12.727,10.0,0.273,0.227,0.045,22
54,6312,27.409,26.5,14.318,13.5,0.227,0.182,0.045,22
133,13733,31.227,26.0,17.864,12.5,0.227,0.182,0.045,22
53,23331,20.955,18.0,10.455,9.0,0.091,0.182,0.045,22
39,10558,39.682,36.0,24.818,18.0,0.227,0.136,0.045,22
84,5106,19.399,18.0,10.438,9.0,0.034,0.118,0.045,178
32,9261,25.545,24.0,14.795,12.0,0.136,0.068,0.045,44
7,3887,21.455,20.0,11.773,10.0,0.091,0.045,0.045,22
12,14055,42.977,45.0,22.614,22.5,0.227,0.0,0.045,44
36,10484,19.944,12.0,13.533,6.0,0.189,0.244,0.044,90
53,10819,21.254,16.0,10.724,7.0,0.099,0.234,0.044,615
32,9176,30.578,24.0,16.444,12.0,0.156,0.2,0.044,45
95,21145,22.997,20.0,11.98,10.0,0.166,0.159,0.044,295
95,9751,22.022,20.0,12.156,10.0,0.156,0.133,0.044,45
24,25115,20.967,20.0,10.725,10.0,0.132,0.11,0.044,91
60,27082,20.973,18.0,11.195,9.0,0.15,0.106,0.044,113
38,20869,25.794,25.0,13.029,13.0,0.132,0.044,0.044,136
32,9006,22.662,21.0,11.25,10.0,0.103,0.044,0.044,68
929,26633,16.981,16.0,8.763,8.0,0.034,0.03,0.044,565
165,18937,15.441,15.0,7.838,7.5,0.029,0.015,0.044,68
102,15323,34.261,30.0,17.435,19.0,0.13,0.435,0.043,23
72,19261,23.696,20.0,12.007,10.0,0.226,0.336,0.043,611
54,23231,28.348,28.0,14.043,14.0,0.261,0.304,0.043,23
102,22793,33.957,24.0,19.13,11.0,0.217,0.304,0.043,23
72,5813,23.532,20.0,11.851,10.0,0.234,0.277,0.043,47
54,15431,31.261,28.0,15.87,14.0,0.261,0.261,0.043,23
84,21893,26.304,22.0,15.304,10.0,0.217,0.261,0.043,23
102,16363,29.817,20.0,15.696,10.0,0.183,0.261,0.043,115
95,9829,23.348,24.0,11.696,12.0,0.217,0.217,0.043,23
84,21981,22.174,20.0,10.957,10.0,0.087,0.174,0.043,23
133,9742,28.783,30.0,16.0,15.0,0.13,0.13,0.043,23
929,7977,17.391,16.0,8.696,8.0,0.087,0.087,0.043,23
929,8076,21.532,18.0,12.489,9.0,0.085,0.085,0.043,47
165,25928,19.304,20.0,9.304,10.0,0.065,0.065,0.043,46
63,3457,18.293,20.0,9.505,10.0,0.096,0.043,0.043,188
89,25850,18.913,20.0,10.174,10.0,0.087,0.043,0.043,23
96,12024,35.371,40.0,18.3,20.0,0.157,0.014,0.043,70
39,10365,31.174,34.0,15.913,17.0,0.174,0.0,0.043,23
43,23575,19.174,20.0,9.478,10.0,0.0,0.0,0.043,23
45,14409,25.479,20.0,13.521,10.0,0.208,0.396,0.042,48
45,18058,27.625,26.0,14.583,13.5,0.375,0.375,0.042,24
95,19384,23.125,21.5,11.417,11.0,0.208,0.208,0.042,24
7,11500,23.083,20.0,11.0,10.0,0.208,0.167,0.042,24
29,9000,17.375,16.0,8.417,8.0,0.208,0.167,0.042,24
72,5795,19.625,18.0,10.042,9.5,0.083,0.167,0.042,24
41,10927,22.514,20.0,12.5,10.0,0.194,0.139,0.042,72
41,18833,21.708,20.0,10.583,10.0,0.083,0.125,0.042,24
84,25826,18.921,17.0,9.953,9.0,0.032,0.074,0.042,190
39,10517,32.625,33.0,18.625,16.0,0.167,0.042,0.042,24
40,8270,41.75,44.0,21.958,20.0,0.167,0.042,0.042,24
165,23319,18.042,20.0,9.292,10.0,0.083,0.042,0.042,24
25,10385,17.083,18.0,8.5,9.0,0.083,0.0,0.042,24
924,25115,19.125,20.0,10.396,10.0,0.021,0.0,0.042,48
53,17854,37.878,40.0,19.041,20.0,0.388,0.694,0.041,49
86,8952,27.265,20.0,15.796,10.0,0.143,0.367,0.041,49
86,14156,27.878,20.0,14.755,10.0,0.143,0.327,0.041,49
36,10927,13.523,12.0,6.967,6.0,0.068,0.139,0.041,1410
86,14188,28.96,30.0,14.44,15.0,0.12,0.44,0.04,25
79,25933,40.76,40.0,22.68,20.0,0.08,0.28,0.04,25
29,4859,21.2,16.0,12.6,8.0,0.24,0.2,0.04,25
29,8142,19.336,16.0,9.966,8.0,0.201,0.195,0.04,149
35,12800,22.96,20.0,12.44,10.0,0.2,0.16,0.04,25
7,3855,23.8,20.0,14.56,10.0,0.12,0.12,0.04,25
29,7901,15.2,16.0,7.6,8.0,0.08,0.08,0.04,25
53,23354,26.647,17.0,14.275,8.0,0.176,0.333,0.039,51
36,12131,20.462,13.0,13.577,6.0,0.154,0.385,0.038,26
72,5802,26.057,20.0,13.585,10.0,0.245,0.377,0.038,53
72,11213,25.115,18.0,13.5,9.0,0.192,0.308,0.038,26
43,13720,29.308,20.0,21.846,10.0,0.308,0.269,0.038,26
939,17395,28.154,26.0,14.923,13.0,0.269,0.269,0.038,26
102,22720,30.423,20.5,16.231,11.0,0.115,0.269,0.038,26
102,16449,29.609,20.0,15.108,10.0,0.152,0.248,0.038,343
95,27472,26.769,20.0,15.731,10.0,0.192,0.192,0.038,26
73,3128,49.885,44.0,30.923,22.0,0.192,0.115,0.038,26
960,23436,20.192,20.0,10.769,10.0,0.173,0.077,0.038,52
116,17911,20.731,16.0,12.308,8.0,0.077,0.038,0.038,26
32,18065,22.769,20.0,11.423,10.0,0.038,0.038,0.038,26
73,3107,44.962,47.0,22.308,24.0,0.269,0.0,0.038,26
39,10577,29.615,32.5,16.654,17.0,0.231,0.0,0.038,26
960,23522,18.654,19.5,9.385,10.0,0.115,0.0,0.038,26
84,21935,31.148,20.0,21.259,10.0,0.296,0.37,0.037,27
95,24762,26.593,28.0,13.611,14.0,0.315,0.278,0.037,54
54,9199,29.889,27.0,17.481,14.0,0.185,0.222,0.037,27
95,9795,24.697,22.0,13.193,11.0,0.22,0.193,0.037,109
95,27496,24.815,20.0,12.407,10.0,0.185,0.148,0.037,27
41,13336,22.444,20.0,11.778,10.0,0.148,0.148,0.037,27
41,13347,24.074,20.0,12.284,10.0,0.222,0.136,0.037,81
123,22362,37.704,46.0,18.852,23.0,0.333,0.111,0.037,27
53,19477,16.926,13.0,8.481,6.0,0.037,0.074,0.037,27
32,20583,22.608,23.0,11.483,12.0,0.062,0.03,0.037,594
924,25162,19.27,20.0,10.609,10.0,0.074,0.005,0.037,215
45,14616,25.416,20.0,12.876,10.0,0.131,0.371,0.036,757
34,9250,29.464,25.0,17.5,12.5,0.286,0.357,0.036,28
84,21991,20.527,19.0,10.818,9.0,0.055,0.182,0.036,55
32,26917,26.964,24.0,14.607,12.0,0.143,0.143,0.036,28
939,13706,22.0,20.0,10.893,10.0,0.143,0.143,0.036,28
116,17845,21.321,17.0,12.893,8.5,0.107,0.107,0.036,28
102,17902,22.036,20.0,11.048,10.0,0.012,0.078,0.036,166
165,25826,18.143,18.0,9.714,8.0,0.107,0.071,0.036,28
52,26195,40.928,40.0,20.819,20.0,0.398,0.048,0.036,83
165,22470,17.393,18.0,9.196,9.5,0.071,0.036,0.036,56
29,7999,20.386,16.0,11.263,8.0,0.193,0.193,0.035,57
129,16155,39.103,40.0,21.931,20.0,0.276,0.414,0.034,29
84,22221,23.724,20.0,13.207,10.0,0.172,0.241,0.034,29
36,10307,17.402,12.0,11.448,6.0,0.138,0.241,0.034,87
97,27571,64.759,60.0,32.241,30.0,0.138,0.172,0.034,29
25,19224,23.034,18.0,15.103,9.0,0.207,0.138,0.034,29
96,9950,35.552,38.0,19.586,20.0,0.172,0.034,0.034,29
116,17895,17.219,16.0,8.911,8.0,0.063,0.021,0.034,237
929,10158,16.948,17.5,8.724,9.0,0.017,0.017,0.034,58
89,3153,19.195,20.0,9.826,10.0,0.101,0.007,0.034,149
94,22617,33.862,40.0,17.345,20.0,0.034,0.0,0.034,29
36,10542,17.15,12.0,8.917,6.0,0.2,0.317,0.033,60
29,8046,21.467,16.0,12.667,8.0,0.3,0.3,0.033,30
929,22673,18.923,16.0,10.758,8.0,0.066,0.055,0.033,91
96,3392,33.8,35.0,16.733,18.0,0.2,0.033,0.033,30
40,22772,39.267,40.0,21.2,21.0,0.1,0.033,0.033,30
34,22661,30.532,30.0,15.355,15.0,0.387,0.484,0.032,62
35,15287,24.903,20.0,13.581,10.0,0.194,0.129,0.032,31
32,13045,26.694,24.0,15.573,12.0,0.129,0.089,0.032,124
7,26377,22.903,20.0,13.387,10.0,0.097,0.065,0.032,31
24,25120,20.09,20.0,10.73,10.0,0.072,0.05,0.032,222
45,14514,25.831,20.0,13.8,10.0,0.2,0.354,0.031,65
36,10468,15.906,12.0,10.812,6.0,0.125,0.188,0.031,32
38,21237,25.287,24.0,12.824,12.0,0.103,0.046,0.031,261
7,23323,19.938,20.0,10.031,10.0,0.062,0.031,0.031,32
86,24530,25.237,20.0,13.178,12.0,0.074,0.296,0.03,135
41,13581,23.055,20.0,11.819,10.0,0.207,0.169,0.03,658
929,18058,19.091,18.0,9.848,9.0,0.152,0.091,0.03,33
960,26592,16.939,16.0,8.727,8.0,0.106,0.045,0.03,66
45,23771,27.478,22.0,14.246,13.0,0.304,0.449,0.029,69
34,8993,26.19,20.0,14.571,10.0,0.238,0.276,0.029,105
36,12183,12.912,12.0,6.5,6.0,0.059,0.176,0.029,34
939,16864,25.286,24.0,13.314,12.0,0.171,0.171,0.029,35
35,13043,18.348,16.0,9.551,9.0,0.087,0.087,0.029,69
12,17528,44.0,47.0,23.265,24.0,0.206,0.029,0.029,34
96,12153,36.765,40.0,18.804,20.0,0.137,0.029,0.029,102
35,8332,21.278,21.0,10.583,10.5,0.222,0.194,0.028,36
95,9803,25.806,20.0,13.944,10.0,0.194,0.194,0.028,36
7,4055,19.771,20.0,10.244,10.0,0.056,0.031,0.028,835
41,9119,22.389,20.0,9.528,10.0,0.083,0.028,0.028,36
84,21811,22.731,18.0,12.192,9.0,0.096,0.237,0.027,219
11,23325,41.649,42.0,20.892,21.0,0.216,0.216,0.027,37
85,21855,28.622,27.0,15.108,15.0,0.108,0.108,0.027,37
36,12176,14.197,12.0,6.974,6.0,0.053,0.211,0.026,76
165,13516,19.667,17.0,10.333,9.0,0.128,0.154,0.026,39
32,12832,25.615,24.0,13.308,12.0,0.205,0.128,0.026,39
95,9766,21.949,20.0,12.538,10.0,0.154,0.128,0.026,39
7,3965,22.316,20.0,12.947,10.0,0.105,0.079,0.026,38
63,13957,19.256,20.0,9.667,10.0,0.077,0.051,0.026,39
53,23325,28.519,20.0,16.241,12.0,0.165,0.392,0.025,79
929,8142,17.19,16.0,8.802,8.0,0.058,0.058,0.025,121
960,19763,19.352,20.0,9.773,10.0,0.12,0.05,0.025,640
116,17899,18.899,16.0,10.684,8.0,0.063,0.038,0.025,79
102,20012,36.512,30.0,19.463,15.0,0.22,0.415,0.024,41
939,10365,28.548,25.0,16.738,13.0,0.238,0.214,0.024,42
95,9792,23.339,20.0,11.955,10.0,0.163,0.156,0.024,289
165,13067,19.595,17.0,10.905,8.5,0.214,0.143,0.024,42
24,25031,21.488,20.0,11.083,10.0,0.167,0.131,0.024,84
116,8952,23.488,20.0,15.341,10.0,0.195,0.122,0.024,41
54,7608,28.024,30.0,14.119,15.0,0.071,0.071,0.024,42
925,7454,20.167,20.0,10.286,10.0,0.071,0.024,0.024,42
32,19718,23.057,24.0,11.768,12.0,0.047,0.024,0.024,211
925,19261,21.017,20.0,10.516,10.0,0.055,0.021,0.024,289
34,11564,34.182,34.0,18.136,17.0,0.364,0.591,0.023,44
43,13699,29.205,20.0,17.659,10.0,0.295,0.273,0.023,44
72,5806,23.543,20.0,11.978,10.0,0.174,0.304,0.022,46
84,22218,25.022,20.0,14.022,10.0,0.065,0.283,0.022,46
43,13794,21.8,20.0,11.689,10.0,0.067,0.067,0.022,45
47,22782,28.413,20.0,16.022,10.0,0.087,0.065,0.022,46
35,13045,18.601,17.0,9.517,8.0,0.087,0.062,0.022,323
960,23455,23.766,20.0,14.426,10.0,0.191,0.128,0.021,47
54,9134,24.396,22.0,12.625,11.0,0.125,0.104,0.021,48
41,13361,22.059,20.0,11.682,10.0,0.136,0.076,0.021,236
60,19763,20.466,20.0,10.251,10.0,0.102,0.04,0.021,669
53,17916,36.74,40.0,18.56,20.0,0.26,0.72,0.02,50
116,17873,20.82,17.0,12.29,8.5,0.11,0.07,0.02,100
116,17913,19.206,17.0,10.579,9.0,0.093,0.061,0.02,247
41,13383,23.308,20.0,11.923,10.0,0.192,0.173,0.019,52
7,11493,20.222,20.0,10.481,10.0,0.056,0.037,0.019,54
89,25841,21.571,20.0,12.125,10.0,0.125,0.054,0.018,56
72,19214,16.421,16.0,8.333,8.0,0.035,0.035,0.018,57
165,25971,19.068,17.0,11.237,10.0,0.102,0.034,0.017,59
36,10392,19.758,12.0,12.833,6.0,0.152,0.273,0.015,66
116,21878,16.833,16.0,8.409,8.0,0.015,0.0,0.015,66
32,10002,37.472,39.5,18.859,20.0,0.627,0.521,0.014,142
102,16357,36.419,30.0,20.77,13.0,0.257,0.432,0.014,74
36,10333,14.768,12.0,7.799,6.0,0.095,0.204,0.014,358
924,25120,20.478,20.0,11.058,10.0,0.058,0.029,0.014,69
38,9807,26.962,26.0,14.291,13.0,0.089,0.051,0.013,79
165,26021,19.025,20.0,10.38,10.0,0.063,0.038,0.013,79
165,18836,17.266,20.0,8.823,10.0,0.051,0.025,0.013,79
86,9168,28.91,24.0,14.689,12.5,0.131,0.418,0.008,122
102,16321,51.208,60.0,26.208,30.0,0.542,0.75,0.0,24
24,7578,36.037,37.0,19.167,19.5,0.852,0.741,0.0,54
86,11765,31.773,34.0,16.182,17.0,0.273,0.545,0.0,22
86,9050,31.045,30.0,16.364,14.0,0.091,0.5,0.0,22
43,21269,33.846,30.0,16.885,15.0,0.423,0.462,0.0,26
34,7528,36.091,30.0,21.091,16.0,0.455,0.455,0.0,22
86,5262,28.556,30.0,14.333,15.0,0.111,0.429,0.0,63
54,15118,31.273,29.5,15.318,14.5,0.318,0.409,0.0,22
53,23508,30.074,24.0,16.63,12.0,0.148,0.407,0.0,27
95,21246,33.35,28.0,18.9,15.5,0.5,0.4,0.0,20
79,26915,47.095,48.0,23.0,22.0,0.048,0.381,0.0,21
102,9168,29.792,22.0,14.958,11.0,0.083,0.375,0.0,24
68,3298,51.943,46.0,26.143,24.0,0.257,0.371,0.0,35
53,23575,26.346,18.5,13.154,9.5,0.269,0.346,0.0,26
86,15298,28.241,20.0,15.69,10.0,0.172,0.345,0.0,29
29,7968,20.636,19.5,10.364,10.0,0.318,0.318,0.0,22
102,22727,34.045,22.0,20.273,11.0,0.182,0.318,0.0,22
36,10656,19.367,13.0,12.533,6.5,0.133,0.3,0.0,30
102,16413,36.351,30.0,21.459,15.0,0.243,0.297,0.0,37
102,16389,37.381,26.0,22.476,10.0,0.286,0.286,0.0,21
53,23370,30.091,20.0,23.818,10.5,0.182,0.273,0.0,22
24,25097,24.261,20.0,12.652,10.0,0.304,0.261,0.0,23
53,23634,23.3,17.5,13.0,8.0,0.1,0.25,0.0,20
102,16420,32.862,26.0,18.483,12.0,0.172,0.241,0.0,29
95,25097,25.667,24.0,12.619,12.0,0.19,0.238,0.0,21
36,10314,13.5,12.0,7.0,6.0,0.045,0.227,0.0,22
36,10611,16.129,13.0,8.71,6.0,0.097,0.226,0.0,31
29,7880,20.348,16.0,10.174,8.0,0.217,0.217,0.0,23
95,16357,25.868,21.0,14.263,10.5,0.211,0.211,0.0,38
35,13071,22.9,18.0,12.45,9.0,0.2,0.2,0.0,20
86,8928,23.45,20.0,11.75,10.0,0.05,0.2,0.0,20
41,13304,28.864,20.0,15.455,10.0,0.364,0.182,0.0,22
53,3268,22.636,19.5,12.5,8.5,0.136,0.182,0.0,22
95,14181,24.712,20.0,12.904,10.0,0.173,0.173,0.0,52
41,13414,24.4,20.0,12.2,10.0,0.267,0.167,0.0,30
95,21826,24.071,20.0,13.339,10.0,0.161,0.161,0.0,56
960,23344,22.55,20.0,12.3,10.0,0.2,0.15,0.0,20
35,13080,19.55,18.0,10.0,9.0,0.15,0.15,0.0,20
102,17918,24.55,21.5,12.45,10.0,0.0,0.15,0.0,20
89,25926,26.857,20.0,17.381,10.0,0.143,0.143,0.0,21
35,12787,20.568,19.0,11.027,9.0,0.189,0.135,0.0,37
34,9199,19.484,17.0,10.161,8.0,0.097,0.129,0.0,31
63,18723,25.224,20.0,15.569,10.0,0.138,0.121,0.0,58
32,9256,24.56,23.0,12.8,12.0,0.2,0.12,0.0,25
60,23392,22.345,20.0,11.172,10.0,0.138,0.103,0.0,29
29,19933,18.069,16.0,9.069,8.0,0.103,0.103,0.0,29
41,13403,22.25,20.0,11.65,10.0,0.15,0.1,0.0,20
32,15379,25.443,24.0,13.771,12.0,0.1,0.1,0.0,70
133,18283,30.05,24.0,17.05,12.0,0.1,0.1,0.0,20
165,26360,19.1,15.5,10.65,8.0,0.1,0.1,0.0,20
34,9357,20.941,18.0,10.706,9.0,0.078,0.098,0.0,51
32,13043,24.81,20.0,13.143,10.0,0.143,0.095,0.0,21
34,8994,20.143,18.0,10.048,9.0,0.095,0.095,0.0,21
52,21005,38.762,40.0,19.381,20.0,0.095,0.095,0.0,21
108,21726,42.091,40.0,24.818,20.0,0.273,0.091,0.0,22
41,24623,23.515,20.0,11.788,10.0,0.152,0.091,0.0,33
116,17884,20.818,16.0,12.227,8.0,0.091,0.091,0.0,44
129,16811,31.478,30.0,16.739,15.0,0.087,0.087,0.0,23
60,23419,22.345,22.0,11.862,11.0,0.138,0.069,0.0,29
929,9000,17.724,16.0,8.862,8.0,0.069,0.069,0.0,29
24,22846,22.133,20.0,12.867,10.0,0.133,0.067,0.0,30
165,26397,19.871,20.0,11.452,10.0,0.097,0.065,0.0,31
110,12564,48.238,48.0,26.476,26.0,0.381,0.048,0.0,21
165,25900,19.043,16.0,10.957,8.0,0.087,0.043,0.0,23
925,19186,19.826,19.0,10.783,10.0,0.043,0.043,0.0,23
84,5103,17.708,16.0,9.417,8.0,0.042,0.042,0.0,24
85,21898,28.898,30.0,14.776,15.0,0.061,0.041,0.0,49
7,10984,21.793,20.0,12.207,10.0,0.069,0.034,0.0,29
38,15730,26.3,26.0,13.233,13.0,0.1,0.033,0.0,30
89,25922,20.633,20.0,10.967,10.0,0.033,0.033,0.0,30
116,5262,17.395,16.0,9.047,8.0,0.047,0.023,0.0,43
7,4011,20.068,20.0,10.0,10.0,0.023,0.023,0.0,44
89,26592,17.321,19.0,9.018,10.0,0.125,0.018,0.0,56
12,25038,39.667,40.0,21.667,20.0,0.175,0.0,0.0,57
39,21540,33.351,34.0,16.703,17.0,0.162,0.0,0.0,37
40,13008,44.227,49.0,23.0,25.0,0.136,0.0,0.0,22
924,23771,18.826,20.0,9.304,10.0,0.13,0.0,0.0,23
52,24504,35.391,36.0,18.348,18.0,0.087,0.0,0.0,23
96,4055,33.25,38.0,16.35,19.5,0.05,0.0,0.0,20
85,16449,29.636,29.5,15.227,15.0,0.045,0.0,0.0,22
89,13383,18.91,20.0,9.538,10.0,0.013,0.0,0.0,78
72,7608,16.417,16.0,8.167,8.0,0.0,0.0,0.0,48
89,6192,18.167,20.0,9.0,10.0,0.0,0.0,0.0,30
939,18387,23.741,24.0,11.889,12.0,0.0,0.0,0.0,27
38,9789,25.952,24.0,12.952,12.0,0.0,0.0,0.0,21
89,13304,19.45,20.0,9.7,10.0,0.0,0.0,0.0,20
